Chiapas,Ecos del Valle,NP,GI,SPA,,7
Chiapas,Diario C,NP,GI,SPA,,7
Chiapas,Diario Meridiano 90,NP,GI,SPA,,7
Chiapas,El Chiapaneco,NP,GI,SPA,,7
Chiapas,El Fronterizo del Sur,NP,GI,SPA,,7
Chiapas,Noticias a Diario,NP,GI,SPA,,7
Chiapas,El Informador,NP,GI,SPA,,7
Chiapas,Diario de Palenque,NP,GI,SPA,,7
Chiapas,La Voz del Norte,NP,GI,SPA,,7
Chiapas,Acontecer Chiapaneco,NP,GI,SPA,,7
Chiapas,Ciudad Real Hoy,NP,GI,SPA,,7
Chiapas,El Imparcial de Chiapas,NP,GI,SPA,,7
Chiapas,Diario del Sur,NP,GI,SPA,,7
Chiapas,El Orbe,NP,GI,SPA,,7
Chiapas,Noticias de Chiapas,NP,GI,SPA,,7
Chiapas,Chiapas Hoy,NP,GI,SPA,,7
Chiapas,Cuarto Poder,NP,GI,SPA,,7
Chiapas,De Facto,NP,GI,SPA,,7
Chiapas,Diario Contra Poder en Chiapas,NP,GI,SPA,,7
Chiapas,Diario de Chiapas,NP,GI,SPA,,7
Chiapas,El Heraldo de Chiapas,NP,GI,SPA,,7
Chiapas,El Siete,NP,GI,SPA,,7
Chiapas,El Sol de Chiapas,NP,GI,SPA,,7
Chiapas,En Tiempo Real MX,IN,GI,SPA,,7
Chiapas,ES Diario,NP,GI,SPA,,7
Chiapas,Expreso Chiapas,NP,GI,SPA,,7
Chiapas,La Neta en Chiapas,IN,GI,SPA,,7
Chiapas,La Voz del Sureste,NP,GI,SPA,,7
Chiapas,Pendulo de Chiapas,NP,GI,SPA,,7
Chihuahua,,,,,,
Chihuahua,Aldama Noticias,IN,GI,SPA,,8
Chihuahua,Impacto,IN,GI,SPA,,8
Chihuahua,Acento Noticias,IN,GI,SPA,,8
Chihuahua,Al Contacto,IN,GI,SPA,,8
Chihuahua,El Agora,NP,GI,SPA,,8
Chihuahua,El Diario,NP,GI,SPA,,8
Chihuahua,El Digital,IN,GI,SPA,,8
Chihuahua,El Heraldo de Chihuahua,NP,GI,SPA,,8
Chihuahua,El Observador,NP,GI,SPA,,8
Chihuahua,El Pueblo,NP,GI,SPA,,8
Chihuahua,El Vocero Digital,IN,GI,SPA,,8
Chihuahua,Entre Lineas,IN,GI,SPA,,8
Chihuahua,La Cronica de Chihuahua,IN,GI,SPA,,8
Chihuahua,La Cronica de Hoy Chihuahua,NP,GI,SPA,,8
Chihuahua,La Opcion,IN,GI,SPA,,8
Chihuahua,La Parada Digital,IN,GI,SPA,,8
Chihuahua,Pendulo,IN,GI,SPA,,8
Chihuahua,Segundo a Segundo,IN,GI,SPA,,8
Chihuahua,Tiempo,IN,GI,SPA,,8
Chihuahua,El Diario de Delicias,NP,GI,SPA,,8
Chihuahua,Canal 44,BC,GI,SPA,TV,8
Chihuahua,CDJ,IN,GI,SPA,,8
Chihuahua,El Diario,NP,GI,SPA,,8
Chihuahua,El Estatal,IN,GI,SPA,,8
Chihuahua,El Fronterizo,NP,GI,SPA,,8
Chihuahua,El Mexicano,NP,GI,SPA,,8
Chihuahua,El Sendero,IN,GI,SPA,,8
Chihuahua,Frontenet,IN,GI,SPA,,8
Chihuahua,Hoy,NP,GI,SPA,,8
Chihuahua,Juarez a Diario,IN,GI,SPA,,8
Chihuahua,Juarez Noticias,IN,GI,SPA,,8
Chihuahua,La Polaka,IN,GI,SPA,,8
Chihuahua,La Red Noticias,IN,GI,SPA,,8
Chihuahua,Net Noticias,IN,GI,SPA,,8
Chihuahua,Norte de Ciudad Juarez,NP,GI,SPA,,8
Chihuahua,Puente Libre,IN,GI,SPA,,8
Chihuahua,Somos Frontera,IN,GI,SPA,,8
Chihuahua,Televisa Juarez,BC,GI,SPA,TV,8
Chihuahua,Vivir en Juarez,IN,GI,SPA,,8
Chihuahua,XEJ,BC,GI,SPA,TV,8
Chihuahua,El Observador Noroeste,IN,GI,SPA,,8
Chihuahua,Red Noroeste,IN,GI,SPA,,8
Chihuahua,El Digital de Parral,IN,GI,SPA,,8
Chihuahua,El Monitor,NP,GI,SPA,,8
Chihuahua,El Sol de Parral,NP,GI,SPA,,8
Chihuahua,Akro Noticias,IN,GI,SPA,,8
Coahuila,,,,,,
Coahuila,Zocalo,NP,GI,SPA,,5
Coahuila,Via 57,NP,GI,SPA,,5
Coahuila,El Tiempo,NP,GI,SPA,,5
Coahuila,La Prensa de Monclova,NP,GI,SPA,,5
Coahuila,La Voz,NP,GI,SPA,,5
Coahuila,Zocalo,NP,GI,SPA,,5
Coahuila,El Factor,NP,GI,SPA,,5
Coahuila,El Dia,NP,GI,SPA,,5
Coahuila,El Latino,NP,GI,SPA,,5
Coahuila,Zocalo,NP,GI,SPA,,5
Coahuila,El Pionero,NP,GI,SPA,,5
Coahuila,La Carbonifera,IN,GI,SPA,,5
Coahuila,El Diario de Coahuila,NP,GI,SPA,,5
Coahuila,El Heraldo de Saltillo,NP,GI,SPA,,5
Coahuila,El Periodico de Saltillo,NP,GI,SPA,,5
Coahuila,Espacio 4,NP,GI,SPA,,5
Coahuila,Vanguardia,NP,GI,SPA,,5
Coahuila,Zocalo,IN,GI,SPA,,5
Coahuila,Zocalo,NP,GI,SPA,,5
Coahuila,El Siglo de Torreon,NP,GI,SPA,,5
Coahuila,Extra de la Laguna,NP,GI,SPA,,5
Coahuila,Noticias de El Sol de la Laguna,NP,GI,SPA,,5
Colima,,,,,,
Colima,AF Medios,IN,GI,SPA,,6
Colima,Colima Noticias,IN,GI,SPA,,6
Colima,Diario Avanzada,NP,GI,SPA,,6
Colima,Diario de Colima,NP,GI,SPA,,6
Colima,Ecos de la Costa,NP,GI,SPA,,6
Colima,El Comentario,NP,GI,SPA,,6
Colima,El Mundo desde Colima,NP,GI,SPA,,6
Colima,El Correo de Manzanillo,NP,GI,SPA,,6
Colima,El Noticiero,NP,GI,SPA,,6
Colima,Manzanillo,IN,GI,SPA,,6
Colima,Noticias Manzanillo,IN,GI,SPA,,6
Colima,El Observatorio,NP,GI,SPA,,6
Distrito Federal,,,,,,
Distrito Federal,24 Horas,NP,GI,SPA,,9
Distrito Federal,Barrio,MG,GI,SPA,,9
Distrito Federal,Basta,NP,GI,SPA,,9
Distrito Federal,Cancha,NP,SP,SPA,,9
Distrito Federal,Diario de Mexico,NP,GI,SPA,,9
Distrito Federal,Diario Oficial,NP,GO,SPA,Site 1,9
Distrito Federal,El Centro,NP,GI,SPA,,9
Distrito Federal,El Dia,NP,GI,SPA,,9
Distrito Federal,El Economista,NP,BU,SPA,,9
Distrito Federal,El Financiero,NP,BU,SPA,,9
Distrito Federal,El Grafico,NP,GI,SPA,,9
Distrito Federal,El Nuevo Mexicano,NP,GI,SPA,,9
Distrito Federal,El Punto Critico,NP,GI,SPA,,9
Distrito Federal,El Semanario,NP,GI,SPA,,9
Distrito Federal,El Sol de Mexico,NP,GI,SPA,,9
Distrito Federal,El Universal,NP,GI,SPA,,9
Distrito Federal,Estadio,NP,SP,SPA,,9
Distrito Federal,Esto,NP,SP,SPA,,9
Distrito Federal,Excelsior,NP,GI,SPA,,9
Distrito Federal,Imagen,NP,GI,SPA,,9
Distrito Federal,Impacto El Diario,NP,GI,SPA,,9
Distrito Federal,La Aficion,NP,SP,SPA,,9
Distrito Federal,La Cronica de Hoy,NP,GI,SPA,,9
Distrito Federal,La Jornada,NP,GI,SPA,,9
Distrito Federal,La Prensa,NP,GI,SPA,,9
Distrito Federal,La Razon,NP,GI,SPA,,9
Distrito Federal,Le Petit Journal,IN,GI,FRA,,9
Distrito Federal,Mas por Mas,NP,GI,SPA,,9
Distrito Federal,Milenio,NP,GI,SPA,,9
Distrito Federal,News,NP,GI,ENG,,9
Distrito Federal,Nosotros,NP,GI,SPA,,9
Distrito Federal,Once TV,BC,GI,SPA,TV,9
Distrito Federal,Ovaciones,NP,SP,SPA,,9
Distrito Federal,Publimetro,NP,GI,SPA,,9
Distrito Federal,Record,NP,SP,SPA,,9
Distrito Federal,Reforma,NP,GI,SPA,,9
Distrito Federal,Rumbo de Mexico,NP,GI,SPA,,9
Distrito Federal,Uno Mas Uno,NP,GI,SPA,,9
Durango,,,,,,
Durango,Canal 10,BC,GI,SPA,TV,10
Durango,Contacto Hoy,NP,GI,SPA,,10
Durango,Contexto de Durango,NP,GI,SPA,,10
Durango,Contra Cara,IN,GI,SPA,,10
Durango,Durango al Dia,IN,GI,SPA,,10
Durango,El Siglo de Durango,NP,GI,SPA,,10
Durango,El Sol de Durango,NP,GI,SPA,,10
Durango,La Voz de Durango,NP,GI,SPA,,10
Durango,Vertebracion,NP,GI,SPA,,10
Durango,Victoria de Durango,NP,GI,SPA,,10
Estado de Mexico,,,,,,
Estado de Mexico,Reporte Especial,NP,GI,SPA,,15
Estado de Mexico,Ecos,NP,GI,SPA,,15
Estado de Mexico,Diario Digital del Sur,IN,GI,SPA,,15
Estado de Mexico,Teotihuacan en Linea,IN,GI,SPA,,15
Estado de Mexico,Adelante,NP,GI,SPA,,15
Estado de Mexico,8 Columnas,NP,GI,SPA,,15
Estado de Mexico,ABC,NP,GI,SPA,,15
Estado de Mexico,Alfa Diario,NP,GI,SPA,,15
Estado de Mexico,Diario Amanecer de M?xico,NP,GI,SPA,,15
Estado de Mexico,Diario Fuerza,NP,GI,SPA,,15
Estado de Mexico,Edomex al D?a,NP,GI,SPA,,15
Estado de Mexico,El Diario de Toluca,NP,GI,SPA,,15
Estado de Mexico,El Informante,NP,GI,SPA,,15
Estado de Mexico,El Ma?ana,NP,GI,SPA,,15
Estado de Mexico,El Mexiquense en Linea,IN,GI,SPA,,15
Estado de Mexico,El Sol de Toluca,NP,GI,SPA,,15
Estado de Mexico,El Valle,NP,GI,SPA,,15
Estado de Mexico,Heraldo de Toluca,NP,GI,SPA,,15
Estado de Mexico,Impulso,NP,GI,SPA,,15
Estado de Mexico,La Tribuna,NP,GI,SPA,,15
Estado de Mexico,Nuestro Mundo,NP,GI,SPA,,15
Estado de Mexico,Portal,NP,GI,SPA,,15
Estado de Mexico,Region MX,MG,GI,SPA,,15
Estado de Mexico,Toluca Times,IN,GI,SPA,,15
Estado de Mexico,Tres PM,NP,GI,SPA,,15
Guanajuato,,,,,,
Guanajuato,El Sol del Bajio,NP,GI,SPA,,11
Guanajuato,El Regional Buen Dia,NP,GI,SPA,,11
Guanajuato,Correo,NP,GI,SPA,,11
Guanajuato,El Sol de Irapuato,NP,GI,SPA,,11
Guanajuato,AM,NP,GI,SPA,,11
Guanajuato,El Heraldo Bajio,NP,GI,SPA,,11
Guanajuato,El Sol de Leon,NP,GI,SPA,,11
Guanajuato,Noticias Vespertinas,NP,GI,SPA,,11
Guanajuato,Zona Franca,IN,GI,SPA,,11
Guanajuato,El Sol de Salamanca,NP,GI,SPA,,11
Guanajuato,Dia Siete,NP,GI,SPA,,11
Guerrero,,,,,,
Guerrero,Diario 17,NP,GI,SPA,,12
Guerrero,El Sol de Acapulco,NP,GI,SPA,,12
Guerrero,El Sur,NP,GI,SPA,,12
Guerrero,La Jornada Guerrero,NP,GI,SPA,,12
Guerrero,Notimundo,IN,GI,SPA,,12
Guerrero,Notimundo Acapulco,IN,GI,SPA,,12
Guerrero,Novedades Acapulco,NP,GI,SPA,,12
Guerrero,Despertar del Sur,NP,GI,SPA,,12
Guerrero,Diario de Guerrero,NP,GI,SPA,,12
Guerrero,El Sol de Chilpancingo,NP,GI,SPA,,12
Guerrero,Objetivo,NP,GI,SPA,,12
Guerrero,Pueblo,NP,GI,SPA,,12
Guerrero,Vertice,NP,GI,SPA,,12
Guerrero,El Debate de los Calentanos,NP,GI,SPA,,12
Guerrero,Diario 21,NP,GI,SPA,,12
Guerrero,Diario de Iguala,NP,GI,SPA,,12
Guerrero,El Faro de la Costa Chica,NP,GI,SPA,,12
Guerrero,El Foro,NP,GI,SPA,,12
Guerrero,Despertar de la Costa,NP,GI,SPA,,12
Hidalgo,,,,,,
Hidalgo,Zu Noticia,NP,GI,SPA,,13
Hidalgo,Criterio,NP,GI,SPA,,13
Hidalgo,El Independiente de Hildalgo,NP,GI,SPA,,13
Hidalgo,El Reloj,NP,GI,SPA,,13
Hidalgo,El Sol de Hidalgo,NP,GI,SPA,,13
Hidalgo,H Noticias,IN,GI,SPA,,13
Hidalgo,Plaza Juarez,NP,GI,SPA,,13
Hidalgo,Sintesis,NP,GI,SPA,,13
Hidalgo,Vista Bueno,IN,GI,SPA,,13
Hidalgo,La Voz Distrital,NP,GI,SPA,,13
Hidalgo,El Sol de Tulancingo,NP,GI,SPA,,13
Jalisco,,,,,,
Jalisco,Notiarandas,NP,GI,SPA,,14
Jalisco,El Sur,NP,GI,SPA,,14
Jalisco,Ahora Jalisco,NP,GI,SPA,,14
Jalisco,Antena Noticias,IN,GI,SPA,,14
Jalisco,El Gratuito,NP,GI,SPA,,14
Jalisco,El Informador,NP,GI,SPA,,14
Jalisco,El Occidental,NP,GI,SPA,,14
Jalisco,El Tren,NP,GI,SPA,,14
Jalisco,Guadalajara Reporter,NP,GI,ENG,,14
Jalisco,Jalisco en Linea,IN,GI,SPA,,14
Jalisco,La Cronica Jalisco,NP,GI,SPA,,14
Jalisco,La Jornada Jalisco,NP,GI,SPA,,14
Jalisco,Milenio,NP,GI,SPA,,14
Jalisco,Mural,NP,GI,SPA,,14
Jalisco,Pagina 24,NP,GI,SPA,,14
Jalisco,Publimetro,NP,GI,SPA,,14
Jalisco,Record,NP,SP,SPA,,14
Jalisco,Siglo,NP,GI,SPA,,14
Jalisco,Voz del Norte,IN,GI,SPA,,14
Jalisco,El Faro,NP,GI,SPA,,14
Jalisco,Meridiano Puerto Vallarta,NP,GI,SPA,,14
Jalisco,PV Mirror,NP,GI,ENG,,14
Jalisco,Siempre Libres,NP,GI,SPA,,14
Jalisco,Tribuna de la Bahia,NP,GI,SPA,,14
Jalisco,Vallarta Opina,NP,GI,SPA,,14
Jalisco,Vallarta Today,NP,GI,ENG,,14
Jalisco,Vallarta Tribune,NP,GI,ENG,,14
Jalisco,Sayula,IN,GI,SPA,,14
Jalisco,Semanario Informativo Tzaulan,NP,GI,SPA,,14
Jalisco,El Travieso,NP,GI,SPA,,14
Michoacan,,,,,,
Michoacan,Primera Plana,IN,GI,SPA,TV,16
Michoacan,Panorama del Oriente,NP,GI,SPA,,16
Michoacan,Fase 3,IN,GI,SPA,,16
Michoacan,Gente del Balsas,NP,GI,SPA,,16
Michoacan,Panorama del Puerto,NP,GI,SPA,,16
Michoacan,Presencia de los Reyes,NP,GI,SPA,,16
Michoacan,Cambio de Michoacan,NP,GI,SPA,,16
Michoacan,El Sol de Morelia,NP,GI,SPA,,16
Michoacan,La Extra,NP,GI,SPA,,16
Michoacan,La Jornada Michoacan,NP,GI,SPA,,16
Michoacan,La Voz de Michoacan,NP,GI,SPA,,16
Michoacan,Mi Morelia,IN,GI,SPA,,16
Michoacan,Provincia,NP,GI,SPA,,16
Michoacan,Radiar Noticias MX,IN,GI,SPA,,16
Michoacan,Quadratin,IN,GI,SPA,,16
Michoacan,Vision de Michoacan,NP,GI,SPA,,16
Michoacan,ABC de Michoacan,NP,GI,SPA,,16
Michoacan,Canal 7,BC,GI,SPA,,16
Michoacan,Infomania,IN,GI,SPA,,16
Michoacan,La Opinion de Michoacan,NP,GI,SPA,,16
Michoacan,El Sol de Zamora,NP,GI,SPA,,16
Michoacan,Guia,NP,GI,SPA,,16
Michoacan,La Region,NP,GI,SPA,,16
Michoacan,Primer Plano,IN,GI,SPA,,16
Morelos,,,,,,
Morelos,El Sol de Cuautla,NP,GI,SPA,,17
Morelos,7 Dias,NP,GI,SPA,,17
Morelos,Diario de Morelos,NP,GI,SPA,,17
Morelos,El Caudillo,NP,GI,SPA,,17
Morelos,El Regional del Sur,NP,GI,SPA,,17
Morelos,El Sol de Cuernavaca,NP,GI,SPA,,17
Morelos,La Jornada Morelos,NP,GI,SPA,,17
Morelos,La Opinion de Morelos,NP,GI,SPA,,17
Morelos,La Union de Morelos,NP,GI,SPA,,17
Morelos,Perfil,MG,GI,SPA,,17
Morelos,Tiempo M,NP,GI,SPA,,17
Nayarit,,,,,,
Nayarit,El Eco de Nayarit,NP,GI,SPA,,18
Nayarit,La Opinion de Bahia,NP,GI,SPA,,18
Nayarit,Meridiano Santiago,NP,GI,SPA,,18
Nayarit,Meridiano del Norte,NP,GI,SPA,,18
Nayarit,Avance,NP,GI,SPA,,18
Nayarit,Critica,NP,GI,SPA,,18
Nayarit,Diario Concensos,NP,GI,SPA,,18
Nayarit,El Imparcial de Nayarit,NP,GI,SPA,,18
Nayarit,El Sol de Nayarit,NP,GI,SPA,,18
Nayarit,El Tiempo de Nayarit,NP,GI,SPA,,18
Nayarit,Enfoque Informativo,NP,GI,SPA,,18
Nayarit,Express,NP,GI,SPA,,18
Nayarit,Gente y Poder,NP,GI,SPA,,18
Nayarit,Matutino Grafico,NP,GI,SPA,,18
Nayarit,Meridiano de Nayarit,NP,GI,SPA,,18
Nayarit,Nayarit en Linea,IN,GI,SPA,,18
Nayarit,Nayarit Punto Com,IN,GI,SPA,,18
Nayarit,NNC,IN,GI,SPA,,18
Nayarit,Noticias de Nayarit,IN,GI,SPA,,18
Nayarit,Periodico Panorama Nayarita,NP,GI,SPA,,18
Nayarit,Realidades,NP,GI,SPA,,18
Nayarit,Vida Publica,NP,GI,SPA,,18
Nuevo Leon,,,,,,
Nuevo Leon,Biz News North Mexico,NP,BU,SPA,,19
Nuevo Leon,Crucero,NP,GI,SPA,,19
Nuevo Leon,El Norte,NP,GI,SPA,,19
Nuevo Leon,El Porvenir,NP,GI,SPA,,19
Nuevo Leon,El Regio,NP,GI,SPA,,19
Nuevo Leon,Hora Cero,NP,GI,SPA,,19
Nuevo Leon,Metro,NP,GI,SPA,,19
Nuevo Leon,Milenio,NP,GI,SPA,,19
Nuevo Leon,Nuevo Leon en Linea,IN,GI,SPA,,19
Nuevo Leon,Publimetro,NP,GI,SPA,,19
Nuevo Leon,Record,NP,SP,SPA,,19
Oaxaca,,,,,,
Oaxaca,El Sur,NP,GI,SPA,,20
Oaxaca,Punto Critico,NP,GI,SPA,,20
Oaxaca,Adiario,NP,GI,SPA,,20
Oaxaca,E Oaxaca,IN,GI,SPA,,20
Oaxaca,El Imparcial,NP,GI,SPA,,20
Oaxaca,Noticias,NP,GI,SPA,,20
Oaxaca,Oaxaca Times,NP,GI,ENG,,20
Oaxaca,Quadratin,IN,GI,SPA,,20
Oaxaca,Rotativo,NP,GI,SPA,,20
Oaxaca,Tiempo,NP,GI,SPA,,20
Oaxaca,El Despertar de la Costa,NP,GI,SPA,,20
Oaxaca,El Sol del Istmo,NP,GI,SPA,,20
Oaxaca,Oaxaca en Linea,IN,GI,SPA,,20
Puebla,,,,,,
Puebla,Enlace,NP,GI,SPA,TV,21
Puebla,Cambio,NP,GI,SPA,,21
Puebla,Diario Eco,NP,GI,SPA,,21
Puebla,Diario Sin Secretos,IN,GI,SPA,,21
Puebla,E Consulta,IN,GI,SPA,,21
Puebla,El ?ngel de Puebla,NP,GI,SPA,,21
Puebla,El Heraldo de Puebla,NP,GI,SPA,,21
Puebla,El Popular,NP,GI,SPA,,21
Puebla,El Sol de Puebla,NP,GI,SPA,,21
Puebla,Frente a Frente Puebla,NP,GI,SPA,,21
Puebla,Imagen Poblana,IN,GI,SPA,,21
Puebla,Intolerancia,NP,GI,SPA,,21
Puebla,La Jornada de Oriente,NP,GI,SPA,,21
Puebla,La Opinion,NP,GI,SPA,,21
Puebla,La Quinta Columna,NP,GI,SPA,,21
Puebla,Periodico Digital,IN,GI,SPA,,21
Puebla,Poblanerias,IN,GI,SPA,,21
Puebla,Puebla On Line,IN,GI,SPA,,21
Puebla,Puebla sin Fronteras,IN,GI,SPA,,21
Puebla,Puntual,NP,GI,SPA,,21
Puebla,Sintesis,NP,GI,SPA,,21
Puebla,TV3,BC,GI,SPA,,21
Puebla,El Mundo,NP,GI,SPA,,21
Queretaro,,,,,,
Queretaro,Corresponsal del Bajio,IN,GI,SPA,,22
Queretaro,Diario de Queretaro,NP,GI,SPA,,22
Queretaro,El Corregidor,NP,GI,SPA,,22
Queretaro,El Universal Queretaro,NP,GI,SPA,,22
Queretaro,Mas Queretaro,IN,GI,SPA,,22
Queretaro,Noticias,NP,GI,SPA,,22
Queretaro,Plaza de Armas,NP,GI,SPA,,22
Queretaro,El Sol de San Juan del Rio,NP,GI,SPA,,22
Queretaro,Rotativo de Queretaro,NP,GI,SPA,,22
Quintana Roo,,,,,,
Quintana Roo,Diario Imagen,NP,GI,SPA,Radio,23
Quintana Roo,El Periodico de Quintana Roo,NP,GI,SPA,,23
Quintana Roo,Estos Dias,MG,GI,SPA,,23
Quintana Roo,Expresion Libre,IN,GI,SPA,,23
Quintana Roo,La Verdad Quintana Roo,NP,GI,SPA,,23
Quintana Roo,Novedades Quintana Roo,NP,GI,SPA,,23
Quintana Roo,Quequi Quintana Roo,NP,GI,SPA,,23
Quintana Roo,Quintana Roo al Dia,IN,GI,SPA,,23
Quintana Roo,Radio Quintana Roo,BC,GI,SPA,,23
Quintana Roo,Ultimas Noticias,NP,GI,SPA,,23
Quintana Roo,Diario de Quintana Roo,NP,GI,SPA,,23
Quintana Roo,Periodistas Quintana Roo,IN,GI,SPA,,23
Quintana Roo,Distrito Centro,IN,GI,SPA,,23
Quintana Roo,Diario Respuesta,NP,GI,SPA,,23
San Luis Potosi,,,,,,
San Luis Potosi,El Manana de Valles,NP,GI,SPA,Radio,24
San Luis Potosi,Zona Media,NP,GI,SPA,,24
San Luis Potosi,Antena San Luis,IN,GI,SPA,,24
San Luis Potosi,Closeup,IN,GI,SPA,,24
San Luis Potosi,El Heraldo de San Luis Potosi,NP,GI,SPA,,24
San Luis Potosi,El Sol de San Luis,NP,GI,SPA,,24
San Luis Potosi,Global Media,BC,GI,SPA,,24
San Luis Potosi,Huasteca Hoy,NP,GI,SPA,,24
San Luis Potosi,La Jornada San Luis,NP,GI,SPA,,24
San Luis Potosi,Lux Cronica Potosina,NP,GI,SPA,,24
San Luis Potosi,Noticieros Cuarto Enfoque,IN,GI,SPA,,24
San Luis Potosi,Plano Informativo,IN,GI,SPA,,24
San Luis Potosi,Pulso,NP,GI,SPA,,24
San Luis Potosi,San Luis Hoy,NP,GI,SPA,,24
San Luis Potosi,El Sur de la Huasteca Potosina,NP,GI,SPA,,24
Sinaloa,,,,,,
Sinaloa,El Debate,NP,GI,SPA,,25
